"","RT","MZ","HM406CO","HM406TI"
"1055",5085.65513750156,596.796251816679,379848100,285217100
"1056",10429.9363280567,758.389319468798,811824200,6020389000
"1057",1760.1052174449,619.809779287259,53560440,1667069000
"1058",5494.53807885546,820.352852787536,11791550,189832400
"1059",2797.30537453011,501.759984391084,NA,96723780
"1060",5140.93605880931,459.240103494042,NA,567938700
"1061",7602.16644975202,619.647466338611,NA,7160228000
"1062",3069.8939261639,461.741399678495,NA,81668180
"1063",9289.21428775521,1082.5222552073,NA,861924500
"1064",4885.77112197144,616.839618396961,NA,81836400
"1065",5250.36003208144,575.312929243274,NA,426574200
"1066",7205.06798773758,697.352635684452,NA,1309571000
"1067",3632.75138899253,502.283415277138,NA,142149100
"1068",4289.50123120414,405.2238567742,NA,135365700
"1069",2477.36342684092,470.768867924578,NA,16418420
"1070",4543.34796168092,552.304812726495,NA,155709700
"1071",6076.22411873046,857.959627533251,NA,301869200
"1072",1803.31108787985,538.269884958052,NA,14980110
"1073",3648.40402488882,452.744077518386,NA,37928130
"1074",7628.61842248203,742.385710976502,NA,42731960
"1075",6432.85344826986,753.873013372587,NA,324229100
"1076",4937.21525533578,462.752038102744,NA,NA
"1077",3183.92202523156,589.287782100132,NA,NA
"1078",6370.85560118232,607.840220875546,NA,NA
"1079",6823.11493843997,532.310993530976,NA,NA
"1080",10927.0279346142,867.963011964345,NA,NA
"1081",2676.7541131087,1100.50718582527,NA,NA
"1082",7625.30021622881,652.820124058609,NA,NA
"1083",4749.80399083066,605.309040193957,NA,NA
"1084",1852.5109368382,505.760851954814,NA,NA
"1085",3780.11131655026,555.275025721723,NA,NA
"1086",4836.08327221403,572.796010373758,NA,NA
"1087",2370.53588323024,457.883882991403,NA,NA
"1088",9631.99292415989,472.271578029157,NA,NA
"1089",9398.76613599651,1110.5411340511,NA,NA
"1090",6180.26369633246,496.282118203084,NA,NA
"1091",7923.03779284445,648.973841708236,NA,NA
"1092",5469.77201472365,592.288445132895,273755100,229075800
"1093",6470.366777869,394.713914849815,170099500,1259812000
"1094",2799.48198716436,491.254993168811,19512330,24685370
"1095",2569.35514428855,652.318373358189,45842470,456953100
"1096",2712.98671252029,533.26698758011,39162040,100682500
"1097",5055.37441149729,464.250297944946,14325660000,2232572000
"1098",2509.07360281227,564.272414474607,74809290,NA
"1099",10538.6325428138,758.718203370927,797535300,1072885000
"1100",2921.0462853531,578.804839232906,49560770,NA
"1101",4384.69652632884,559.282158364286,587039300,NA
"1102",835.458051017354,419.315512323826,608409.9,1404793
"1103",12806.6279769656,796.658180831622,13216180,NA
"1104",3149.24037164427,542.75415442025,487834000,24820720
"1105",5407.85856611424,571.810248026029,216347300,76185870
"1106",6519.45857473541,540.949923942728,3107286000,257973600
"1107",3038.90550609078,453.266763552816,NA,19434960
"1108",6018.91152848383,558.290526576615,NA,68991770
"1109",2968.0722854454,520.745576920407,NA,28337100
"1110",1888.36163310056,516.274945647773,NA,132943100
"1111",1690.0373839842,531.268063122926,NA,41729170
"1112",5029.46886542516,658.850684447102,NA,930471300
"1113",3669.8399146485,585.330374327253,NA,5510177
"1114",7120.40387106501,585.95646265324,NA,670357100
"1115",6807.48851877378,641.318235696075,NA,1320754000
"1116",4019.3371988651,615.80036386219,NA,112370800
"1117",3166.08783058422,474.249507374976,NA,172091700
"1118",3353.28062393735,538.775047801362,NA,26502150
"1119",10901.0455424979,550.808873264065,NA,780705600
"1120",2380.53611406486,572.808064541529,NA,54455630
"1121",6504.94422298996,697.343581624742,NA,2538987000
"1122",7686.00207965988,545.298344035651,NA,836498800
"1123",10023.362508955,771.904453185457,NA,3745983000
"1124",5780.8605264198,401.286974939472,NA,181285700
"1125",4829.04261338242,592.830135694128,NA,NA
"1126",4999.12452001906,562.774690221488,NA,NA
"1127",6143.89879676378,489.771326576577,NA,NA
"1128",2597.264182993,634.783012740834,NA,NA
"1129",3823.04761311763,486.790437998622,NA,NA
"1130",4084.56321126571,468.26857206709,NA,NA
"1131",3389.28426002131,458.233440412594,NA,NA
"1132",2376.15573869146,489.901378308567,NA,NA
"1133",3034.0396350209,362.881189510207,NA,NA
"1134",6168.31913383392,591.316127754339,NA,NA
"1135",1595.75743801579,452.242332021917,NA,NA
"1136",11793.0669450709,552.795564893679,NA,NA
"1137",3275.26435221511,504.754792614807,NA,NA
"1138",3880.58066877038,497.26112204201,NA,NA
"1139",7705.05426996208,605.31189651519,NA,NA
"1140",5130.77523016753,420.270923391213,NA,NA
"1141",2106.23225482656,483.241758176113,NA,NA
"1142",1955.35361406617,391.190120349834,NA,NA
"1143",5484.36570729642,423.74528736098,NA,NA
"1144",3818.08890980296,451.248878596667,NA,NA
"1145",11750.8937409814,988.188065607396,NA,NA
"1146",7386.14317197879,666.841632737695,NA,NA
"1147",2945.92564945269,596.303196827992,236045100,540794800
"1148",4420.94546537723,576.924944021395,134778500,9990017
"1149",8001.44366200488,508.310822637079,13572070,89355140
"1150",1640.75025035605,485.223030518157,17238850,92475510
"1151",9320.16919994625,682.846325836947,1810369000,NA
"1152",3422.55565630444,475.241228394818,61019950,727304100
"1153",1384.17581778919,576.590989324995,13261050,526243300
"1154",2606.59506497528,809.40762400587,16618020000,25327500000
"1155",3766.16003165811,576.23907867873,210385000,1628488000
"1156",8134.34214860482,473.26140983239,7548415,557553000
"1157",1743.19026419102,577.911883551095,1631006000,1105565000
"1158",1889.30875534649,468.572220784476,4696615000,NA
"1159",4902.45630140658,488.268177371695,NA,1136411000
"1160",6153.54764646121,739.869542790576,NA,762884300
"1161",912.665322966533,451.602505772788,NA,12783950
"1162",9407.20566130705,645.349153694293,NA,326056300
"1163",6668.6888316555,442.246806787199,NA,536094100
"1164",7127.01417921294,904.421042791825,NA,230205800
"1165",4856.54746779964,753.369462538608,NA,376925900
"1166",5612.24150251729,640.330913375575,NA,78673440
"1167",1855.64582699597,695.802834876828,NA,284890200
"1168",3792.55022979433,818.379857193418,NA,753272800
"1169",3847.44649646138,532.281655240676,NA,106799700
"1170",4880.88314259214,509.768662109939,NA,2774002000
"1171",2630.30059329933,411.722119384229,NA,126338000
"1172",3368.84484678125,524.304768693939,NA,199811500
"1173",5830.01671742033,602.832099060669,NA,328737300
"1174",2275.26510204816,511.763142764875,NA,6056883
"1175",3220.42467135486,572.317834846891,NA,NA
"1176",7355.80125953735,518.27720024483,NA,NA
"1177",8317.83800537592,587.339896364973,NA,NA
"1178",3934.09680634997,624.306350671883,NA,NA
"1179",7049.01215889523,778.901602400932,NA,NA
"1180",3468.63806834776,497.265881127,NA,NA
"1181",3166.33921017814,488.762972113117,NA,NA
"1182",7891.30965633193,868.887424686728,NA,NA
"1183",7806.24638044532,511.269482118168,NA,NA
"1184",3874.83983573715,410.227255902513,NA,NA
"1185",3799.87626423791,546.792425001855,NA,NA
"1186",3376.75132984311,443.719415971693,NA,NA
"1187",3296.98690630573,478.74534759525,NA,NA
"1188",3436.70877525207,540.769301920542,NA,NA
"1189",3305.50330870952,523.76880291038,NA,NA
"1190",4897.31806032671,420.205845556511,480191300,6495978000
"1191",2662.12754923382,1117.50958255974,1563219000,15186260000
"1192",2359.22264325321,1068.48534457525,53284970000,8545069000
"1193",3207.54486424947,630.319796537576,687813500,49779880
"1194",7371.8841102627,839.444413365057,7073300000,NA
"1195",10947.1582716668,823.850775221105,3608936000,5092356000
"1196",7661.93665598534,796.908035086887,168894600,1363630000
"1197",5945.583823695,575.311394025416,56851560000,4402906000
"1198",1445.87075968379,599.765396652677,17723770,24134570
"1199",3731.91505738818,534.273120418366,2329509000,51059200000
"1200",3006.85324992301,480.260848273129,63682610,62008440
"1201",2911.38443521012,505.753395335025,602557400,NA
"1202",1568.45428017753,856.382902677096,34937570,7962238000
"1203",3472.48322013493,575.818660385019,72360090,131723600
"1204",1661.52672285068,592.594375123902,NA,1929738000
"1205",5373.66155243245,601.808291273555,NA,392520300
"1206",4905.32657159856,723.847550349712,NA,5367791000
"1207",3934.23047676426,529.796906275945,NA,439770200
"1208",3559.92175528576,490.263328852597,NA,274553800
"1209",4944.01000969754,472.772197611534,NA,36735510
"1210",7871.52216507498,429.242032213991,NA,487041700
"1211",2256.79407233538,509.736885410217,NA,20166040
"1212",3797.19204630121,446.252085876535,NA,94848180
"1213",2972.92481417228,563.279894576741,NA,448842900
"1214",3837.14160632653,664.340565112327,NA,184858100
"1215",9266.66826428202,641.838806637492,NA,6517780
"1216",3578.84470888402,447.240725013149,NA,96165800
"1217",2745.88330443813,404.203106894301,NA,1512994000
"1218",839.188816232873,470.575083966825,NA,297846700
"1219",6006.89906710192,559.751379995111,NA,1171167000
"1220",4085.20541943666,577.298288416912,NA,647009900
"1221",12377.1582671977,775.885539676242,NA,NA
"1222",5004.52228336049,639.343065127411,NA,NA
"1223",3383.65178078752,919.54572359496,NA,NA
"1224",4647.98638970394,525.781986582541,NA,NA
"1225",5022.4578340348,619.324989893131,NA,NA
"1226",6652.28414772941,438.750433627582,NA,NA
"1227",6441.78286832156,420.734232639917,NA,NA
"1228",4345.89283453276,630.820832755305,NA,NA
"1229",7089.75404709726,530.292585280744,NA,NA
"1230",3314.46188131958,581.290041077743,NA,NA
"1231",8745.83974152903,707.377823246804,NA,NA
"1232",3748.89067888151,544.301373819812,NA,NA
"1233",4272.48977034091,560.782503702238,NA,NA
"1234",6125.28482657893,874.92597367043,NA,NA
"1235",2837.59258553782,596.803063183232,NA,NA
"1236",6111.60045490973,650.836256540311,NA,NA
"1237",5617.28658113613,558.319389239778,NA,NA
"1238",6770.48351607301,618.317408835896,NA,NA
"1239",5467.25752700921,531.935101919581,NA,NA
"1240",6481.96080770699,663.866906331308,NA,NA
"1241",4863.38681213529,457.224582509395,NA,NA
"1242",5330.50843260927,436.763431645656,NA,NA
"1243",6833.05614314715,625.326223275272,NA,NA
"1244",5216.23040824823,442.586044068744,NA,NA
"1245",4910.94751261029,445.2535262442,NA,NA
"1246",2387.01691930792,524.272797794021,NA,NA
"1247",4822.37616727434,513.947738640746,NA,NA
"1248",2131.46142541717,432.240175727422,NA,NA
"1249",3387.87174603588,440.72846217755,NA,NA
"1250",4960.50522408213,748.380721954196,816937600,5743490000
"1251",1207.21232595262,677.814593337926,13357020,9888110
"1252",2334.03239219098,434.243248918415,222908000,5064571000
"1253",2818.05288284629,558.304385980525,8442055,44620890
"1254",3199.63701331467,588.807646962686,44086370,NA
"1255",6138.83858608168,665.825011809558,139386300,212470400
"1256",8893.72227626107,598.797304813322,1093527000,2126519000
"1257",1143.32885191863,452.212645039485,12289540,22455150
"1258",1537.20062518983,759.828287701835,37268960,54980900
"1259",4873.09120588403,625.978883966332,14575080,NA
"1260",2813.46604947176,551.787599435605,NA,17844660
"1261",3192.45291343966,395.216356164981,NA,284782000
"1262",11638.5344436398,734.594700038288,NA,12885670000
"1263",3835.76327922171,613.342682425848,NA,352950900
"1264",1955.32610303802,621.328409506922,NA,526211300
"1265",4774.83303234757,493.305936266959,NA,848769800
"1266",5461.82983734544,769.391912005271,NA,54115730
"1267",5302.92083099812,568.308562463546,NA,522437200
"1268",2292.98194950129,440.228759382868,NA,19711300000
"1269",3703.77557641553,570.280133585288,NA,196119700
"1270",2505.87403103247,828.446227690103,NA,198050000
"1271",4673.79131812079,519.754267339424,NA,671855600
"1272",3466.09649386344,619.768919897528,NA,730662700
"1273",1935.41695652525,540.261354073013,NA,173369600
"1274",2657.77847438637,923.411132272599,NA,766017200
"1275",2949.25177362129,573.795411064198,NA,213356700
"1276",6007.72135089646,514.296558788298,NA,8981072
"1277",8451.50186711256,479.570154627807,NA,359900900
"1278",3070.00186082509,608.938729763872,NA,4263916000
"1279",9262.31602224654,604.321372659836,NA,NA
"1280",5480.26038260224,477.245504662454,NA,NA
"1281",4037.19457429984,500.792341170991,NA,NA
"1282",3207.64090786502,580.272943389387,NA,NA
"1283",5468.88521214004,559.800536394689,NA,NA
"1284",1902.21421667216,653.833615862156,NA,NA
"1285",11427.043955581,834.950172561864,NA,NA
"1286",8992.14038715146,825.383482684813,NA,NA
"1287",5724.87906422174,543.313762871365,NA,NA
"1288",3020.36117551336,637.834120783337,NA,NA
"1289",2872.35384923749,581.264052577519,NA,NA
"1290",10856.9592154912,612.65443653116,NA,NA
"1291",5616.21287592097,481.740467506242,NA,NA
"1292",6209.75501860195,413.726567483981,NA,NA
"1293",2211.0404678661,677.851763685067,NA,NA
"1294",3119.12938684424,528.735913684379,NA,NA
"1295",3426.54185107299,541.277561933587,NA,NA
"1296",6356.11773926823,489.286748963066,NA,NA
"1297",6017.26135917686,553.263670117192,NA,NA
"1298",6031.66296697666,636.324992668732,NA,NA
"1299",3731.4277357037,562.282535625395,NA,NA
"1300",2320.82644183827,650.308918615652,NA,NA
"1301",9149.55317505147,545.28626948237,NA,NA
"1302",6092.47789469672,557.31635779355,NA,NA
"1303",1793.3194099724,409.894786403123,NA,NA
"1304",3300.22040983879,624.776955111814,NA,NA
"1305",10987.1627961756,959.483923791796,NA,NA
"1306",8490.48296166353,696.854440772963,NA,NA
"1307",6400.37213570175,619.343001792419,NA,NA
"1308",5963.77894352513,644.835925762504,NA,NA
"1309",2874.71572760661,647.302732862618,NA,NA
"1310",6102.42123865907,904.401106926454,153170700,4687056000
"1311",3557.58197352695,492.782604478176,5726771,NA
"1312",10174.7846393709,856.34794218962,7790215000,NA
"1313",8099.92034196115,723.364093810501,214872000,6638789000
"1314",2483.97136525303,1068.97899902852,1598514000,272138300
"1315",2327.55754706743,545.769193334572,11152920,844734300
"1316",3583.44951836083,508.292555891397,316970900,NA
"1317",4928.86133343694,547.2803820416,141432100,1717001000
"1318",5040.9952000863,487.265698470023,NA,225913200
"1319",3027.29678758249,598.26689290288,NA,6113696
"1320",2246.64944169642,710.369756293573,NA,119174200
"1321",6246.71630275643,599.856674906699,NA,2000468000
"1322",2150.45175058655,445.239939371234,NA,74442040
"1323",12191.6272643448,709.847342990581,NA,242176800
"1324",4260.69864036362,851.414913561694,NA,278965300
"1325",6029.60916196791,718.849036375831,NA,311820900
"1326",6398.52031995704,447.245453794118,NA,240504400
"1327",3570.93480488378,737.281353309649,NA,503475000
"1328",3639.51905735296,714.354886663803,NA,705625900
"1329",4183.93015037071,360.700206188444,NA,NA
"1330",3142.71590425644,616.298841658109,NA,NA
"1331",3421.19028824352,608.824551429332,NA,NA
"1332",1460.97421194427,458.245774782912,NA,NA
"1333",12719.434716918,687.330276693568,NA,NA
"1334",6413.39643921532,501.294073755676,NA,NA
"1335",4996.03261359611,679.320174386532,NA,NA
"1336",4123.29658647323,407.755511991705,NA,NA
"1337",6625.2835980216,512.259150927903,NA,NA
"1338",7241.58377368917,642.825836414528,NA,NA
"1339",6411.68121822524,580.821577256587,NA,NA
"1340",4714.589093564,470.78229547057,NA,NA
"1341",6182.61619543796,415.226288802816,NA,NA
"1342",8569.72566110728,613.305115377191,NA,NA
"1343",4620.66766373872,510.271497143487,NA,NA
"1344",9339.04226503692,676.856894764864,NA,NA
"1345",2671.87478029457,494.2594567006,NA,NA
"1346",3059.40137233291,543.81820733498,NA,NA
"1347",3402.27461752439,624.309731938192,NA,NA
"1348",4875.21564515685,435.73958551474,NA,NA
"1349",3949.0575274485,487.591306468752,NA,NA
"1350",1609.3082740921,554.256890708128,NA,NA
"1351",9161.08134084184,785.047499394922,NA,NA
"1352",6092.25019465867,619.312308131336,NA,NA
"1353",3418.7069512102,407.755558384908,NA,NA
"1354",4007.15812160566,488.922618387671,186966100,432872200
"1355",2359.16373221956,719.98662198251,12190390000,46164650
"1356",8990.27628180476,469.770994727015,40390410,NA
"1357",6930.40235096216,858.93562374556,2747439000,185586400
"1358",2294.22351713148,640.788258145746,131281600,12666350000
"1359",3195.65438298824,503.746504634554,335654900,2460135000
"1360",4905.56309859511,773.364858692213,943103800,64286550000
"1361",3345.56187752229,728.36489515843,7660358000,NA
"1362",3029.48289959548,547.759666449646,151564900,217951000
"1363",4941.98094860088,628.323183657857,1133749000,206620200
"1364",8355.47749723474,587.828331289586,453228900,NA
"1365",3497.24359653943,429.21077392384,14481230,497586300
"1366",8378.11895207197,502.310776944966,356720500,NA
"1367",8490.81543904011,658.329524447789,469912300,NA
"1368",5430.93477070504,335.862269278346,994940600,6302396000
"1369",2386.67886016941,598.811342866377,51803070,NA
"1370",2834.33512042984,558.25090877001,266089800,564491200
"1371",7872.01978505821,647.321147600896,NA,940391100
"1372",3700.85396211416,497.767143041376,NA,62844200
"1373",3124.39911540599,575.28916225934,NA,9088543
"1374",2234.45182027715,587.285807581336,NA,16227060
"1375",4968.34774347467,469.792762022921,NA,1106020000
"1376",4258.51931396304,520.23732739776,NA,579892500
"1377",1776.2397741052,540.770142254423,NA,536278700
"1378",3683.90421606823,592.770268913389,NA,191072800
"1379",6469.50473429183,476.253584518018,NA,236947100
"1380",7852.62635761868,518.584097642164,NA,489921700
"1381",2433.60903962436,529.796452785785,NA,92780590
"1382",5802.99949462193,643.303669391118,NA,525900700
"1383",1475.27291643237,508.598909374103,NA,997929600
"1384",5515.6336537109,556.766423381009,NA,351869000
"1385",2234.39154383565,408.203218911383,NA,1385544000
"1386",9450.09228626149,515.252683318241,NA,32397470000
"1387",6051.06296206243,572.309341856414,NA,2984051000
"1388",2145.75893534164,424.546275804455,NA,NA
"1389",6263.27859329641,757.386693982869,NA,NA
"1390",939.210551685829,604.123272008787,NA,NA
"1391",1521.79278872223,568.26839079988,NA,NA
"1392",1732.6543787063,557.794279271874,NA,NA
"1393",4863.25101353035,482.279297309022,NA,NA
"1394",1761.08489989893,571.257961320091,NA,NA
"1395",4805.00236588346,469.247677809511,NA,NA
"1396",9877.4986757353,753.888569856795,NA,NA
"1397",3430.49922311604,424.241176902151,NA,NA
"1398",5346.85408665072,494.282996749232,NA,NA
"1399",2450.59938338775,699.870407107526,NA,NA
"1400",7055.21778296199,430.572513152525,NA,NA
"1401",5742.01896292072,486.794727408979,NA,NA
"1402",2067.19701356921,465.766848329224,NA,NA
"1403",7478.86328438163,488.777105121438,NA,NA
"1404",9010.58565690283,541.291801919278,NA,NA
"1405",4709.82128483105,382.717718086192,NA,NA
"1406",2220.03447610171,541.265460324246,NA,NA
"1407",2411.46284369253,608.831490206237,NA,NA
"1408",3871.81395230235,472.277629466267,NA,NA
"1409",9922.22246373019,1022.02304891051,7103489,NA
"1410",2887.51338725146,403.228355422465,1585396000,148085800
"1411",4076.08823716022,504.259502717077,1496761000,246006600
"1412",4385.89296618846,655.793412637305,14997340,6764783000
"1413",2472.52833593829,506.562389513626,1300692000,1416163000
"1414",2433.16547691892,539.7603671827,238103500,NA
"1415",8352.98518786149,1168.58209443184,365702300,2206469000
"1416",1327.56138665403,480.884155797465,98519760,77903040
"1417",3921.59924210284,636.83876499927,1974679000,237243100
"1418",12509.3392028212,903.973333907373,23095070,14266820000
"1419",12097.1655402781,602.988281887856,20682880000,48215540
"1420",5037.22677389535,430.925898391068,47591730,4017141000
"1421",2804.87453978011,381.875342220197,39772840,473427100
"1422",2746.89682120597,506.239111214773,1507887000,1105679000
"1423",1372.67852236413,533.585914741891,125988500,NA
"1424",1773.98291368885,693.846848473008,NA,32589580
"1425",5025.22191081293,690.350792564175,NA,170380100
"1426",6703.98296013315,417.718038221485,NA,177937400
"1427",2976.43090726551,628.318157389501,NA,293941900
"1428",5056.10604688339,624.318843991622,NA,544523500
"1429",6497.61739418889,896.413337957488,NA,4832703000
"1430",8810.80404155228,538.807306065109,NA,30590420
"1431",4860.85511215832,534.339825013536,NA,2897518000
"1432",4159.41267491059,635.81654497723,NA,34338820
"1433",6741.42031039441,427.881371989864,NA,2805531000
"1434",2094.75266880689,575.773114056205,NA,179054000
"1435",3099.00792736318,513.753882334924,NA,124067100
"1436",10398.9950577794,759.048162396786,NA,101933400
"1437",3214.19440163976,508.783915387689,NA,27257610
"1438",2327.30558121726,523.776989998414,NA,41235020
"1439",6906.02596393819,644.344496775913,NA,305924900
"1440",4080.7391927372,393.739861391711,NA,39616280
"1441",2901.77431054879,495.255320147282,NA,141228400
"1442",3638.5264857926,421.231842341678,NA,301962600
"1443",2561.8387451574,421.886516291247,NA,379469000
"1444",1590.72259486245,478.897541099345,NA,18170250
"1445",3403.15664894025,472.7783064107,NA,542557100
"1446",4425.73138560842,584.298143646805,NA,3246056000
"1447",3595.11044596528,517.762851832355,NA,119722300
"1448",3158.78714787202,581.779893765613,NA,74888790
"1449",9603.75222649273,764.049761865181,NA,7804894000
"1450",4576.15930162818,787.38804996875,NA,NA
"1451",2546.03461510561,634.29096176801,NA,NA
"1452",7287.09632271594,1072.56317232118,NA,NA
"1453",1881.30490560784,496.758206802418,NA,NA
"1454",2333.08375354047,754.857998461831,NA,NA
"1455",4661.07914496275,672.831090193916,NA,NA
"1456",4075.17108098924,466.273808581339,NA,NA
"1457",2586.96111381512,609.801124717106,NA,NA
"1458",6321.72887079825,690.848918455903,NA,NA
"1459",3621.43368136244,648.819789016735,NA,NA
"1460",2463.22085662839,553.268667930744,NA,NA
"1461",8979.4471793398,646.86745427867,NA,NA
"1462",3192.29819066042,679.341908519113,NA,NA
"1463",4715.38015885282,485.787089521827,NA,NA
"1464",2124.50809765491,541.237388785445,NA,NA
"1465",3946.68296552212,468.250104435971,NA,NA
"1466",5276.10088958883,508.591579421528,NA,NA
"1467",1534.35495137458,574.263361431165,676392700,19671290000
"1468",10746.5297880514,758.721360109267,13488960,NA
"1469",4885.82974513779,602.298043613263,10984700,NA
"1470",10556.5347920407,725.339409276159,1381338000,NA
"1471",8131.82804789876,790.886275500553,1816423000,NA
"1472",13290.2155478332,1275.61826520923,4839525000,15764580000
"1473",2397.07882059417,533.310312298948,144253600,3562865000
"1474",6576.12551061442,466.763278460733,15874380,12471670000
"1475",3942.25850221261,398.212739204808,1056540000,554461700
"1476",6077.28843593778,578.780109665658,NA,895758700
"1477",6431.60224339252,823.902063909119,NA,1131123000
"1478",2773.38603130229,427.223919167568,NA,3725734000
"1479",8486.5202132076,718.851591750025,NA,323686200
"1480",2394.88317955311,472.756308190657,NA,501456600
"1481",4090.54853923599,554.782116308224,NA,201851600
"1482",7361.11924710938,381.236908798006,NA,1598836000
"1483",7996.64696315412,678.622729836295,NA,589288200
"1484",1690.49052411773,474.740205361339,NA,127984200
"1485",3440.09871897427,900.416688743643,NA,618023200
"1486",6015.5566024475,447.262435291025,NA,16415290
"1487",3369.02558309943,485.783446718136,NA,553135000
"1488",4430.74044966139,712.854335703686,NA,5843736000
"1489",4714.17248832467,448.751453124041,NA,76590040
"1490",7508.30044331324,1009.96329130883,NA,475045000
"1491",3589.25295348055,629.941927407341,NA,3394686000
"1492",2348.13940767635,609.779125804306,NA,1003928000
"1493",2995.76518458994,623.327715613582,NA,65984250
"1494",8371.28830337662,618.774684509191,NA,246767600
"1495",7550.62958628014,633.809784927857,NA,103240600
"1496",5545.44634002988,595.29870366043,NA,89670170
"1497",4808.25091045793,367.731460754632,NA,7962186000
"1498",4996.033582686,419.226566604723,NA,NA
"1499",3735.8965421069,470.932065590696,NA,NA
"1500",7738.75238088023,582.303846494936,NA,NA
"1501",10524.4070135505,745.871038743147,NA,NA
"1502",3812.45903780279,512.247611279613,NA,NA
"1503",9088.56761150244,879.463527540545,NA,NA
"1504",2391.12646654934,572.611446995604,NA,NA
"1505",5692.31010398937,514.239042980647,NA,NA
"1506",5969.40912129506,380.721054870588,NA,NA
"1507",9667.98434143045,727.876689814876,NA,NA
"1508",5485.17730931304,573.804988544214,NA,NA
"1509",3064.50655889747,451.253876558881,NA,NA
"1510",7700.75184315658,922.47702256814,NA,NA
"1511",7089.89983919103,532.772113958642,NA,NA
"1512",4677.79652930855,420.763039213137,NA,NA
"1513",3003.31195636123,573.293748439301,NA,NA
"1514",4306.77130664235,467.276234983485,NA,NA
"1515",4537.5872993294,614.829847332851,NA,NA
"1516",8593.45103906862,726.360463266978,NA,NA
"1517",5691.590663857,471.732360226732,NA,NA
"1518",1958.7559594073,638.828342461991,NA,NA
"1519",2704.79273028977,482.759371089206,NA,NA
"1520",2942.94491121207,476.262684291361,NA,NA
"1521",6085.68334523746,389.22999072498,NA,NA
"1522",3606.04626719411,607.841904595844,105793600,2951490000
"1523",1628.97407555374,708.837364205684,10323640,72393570
"1524",4445.63825254329,577.655922152892,41495710,19430580
"1525",804.945942779429,391.284170796222,1487361,7115957
"1526",11967.7124841336,816.385201114698,464157300,NA
"1527",424.004492430582,419.315503909957,1023539,855309.8
"1528",1887.8596905831,542.739240485201,5768034,69436410
"1529",2572.41759939186,629.836525623324,52599300,521437500
"1530",6812.5634688799,566.329673690351,1968176000,NA
"1531",4770.50278524076,422.250521235068,8473948,3807420000
"1532",2083.74275169196,637.308827138913,517215600,7038534000
"1533",2677.15836436904,478.908814766818,10672610,5146496000
"1534",3360.88485908386,555.779657362539,661047600,22330970
"1535",9338.26755275591,917.955729995821,NA,46276380
"1536",7832.51734184131,554.287822773139,NA,63117340
"1537",888.895734914161,478.572350783709,NA,100540600
"1538",10302.1461173232,840.888272066174,NA,338483400
"1539",5093.08078702573,861.410660514766,NA,272297200
"1540",1694.55930437741,606.751977952043,NA,880984000
"1541",1894.91289216636,657.779453754709,NA,191968800
"1542",5681.18221924425,541.277776865462,NA,125493500
"1543",8325.11512180666,618.326524148943,NA,189156600
"1544",7466.01760535359,628.84429869749,NA,611088900
"1545",6258.06945747501,535.764641517302,NA,378212900
"1546",2678.95669511819,493.922750205668,NA,109460900
"1547",6397.82634610471,373.888713198048,NA,264221100
"1548",5170.30815026246,448.735214966204,NA,85541320
"1549",6777.4616691574,571.629064837113,NA,2528120000
"1550",2738.6292236656,523.283884998821,NA,NA
"1551",2681.96085083784,580.800881730297,NA,NA
"1552",9549.89025598147,1068.51934602296,NA,NA
"1553",3788.15199390644,592.273982652167,NA,NA
"1554",9191.7481608045,563.779931347477,NA,NA
"1555",7944.73293043058,731.671001638418,NA,NA
"1556",9084.89676531903,589.03695634306,NA,NA
"1557",6012.25376371099,564.818100008675,NA,NA
"1558",12541.8115971083,573.660882690603,NA,NA
"1559",8182.25460360481,685.335690462263,NA,NA
"1560",4036.38890372022,538.281514949379,NA,NA
"1561",3081.01126953,413.742498133648,NA,NA
"1562",6790.72856463371,552.818727929169,NA,NA
"1563",4813.87212325783,596.819661449129,NA,NA
"1564",6567.69512862798,654.34708400804,NA,NA
"1565",2660.914115529,515.283853737941,NA,NA
"1566",4995.72813706001,630.83660234753,NA,NA
"1567",4402.30486460174,562.286288968443,NA,NA
"1568",3026.90082244163,422.746894058445,NA,NA
"1569",6644.89309688206,571.350047356971,NA,NA
"1570",6891.0864977677,729.882685192917,11377160,27519580
"1571",1400.20061196649,1045.92127823904,248284900,23665240
"1572",2550.1375606108,488.763988568136,10420820,116357900
"1573",2607.24588248403,406.191892391353,455003900,3585752000
"1574",2033.2600532966,430.55835406615,4571943,NA
"1575",2398.45665883009,684.317856903028,30366080,98194130
"1576",4100.26188895699,438.748027295154,117039400,3218878000
"1577",2357.3603241638,355.876688249505,400576800,4403178
"1578",2444.60644516344,426.229184222873,82822680,NA
"1579",2498.68680615198,455.708653712179,249496200,447190800
"1580",1982.02638271421,589.282912990445,133463000,44575050
"1581",6593.30771533658,579.325570946481,99358000,NA
"1582",3497.83896328553,504.919801909741,180498300,996702800
"1583",5230.38361779955,605.854090182561,68334370,416512100
"1584",6216.34060042585,623.311575471834,631752200,46128940
"1585",9951.923154514,1022.02151403436,22914900000,3152843000
"1586",10746.880444257,585.038606328613,NA,4531452000
"1587",3330.92432059842,601.304830741845,NA,37606690
"1588",2925.56949996135,610.802117288473,NA,130733600
"1589",2538.89469307838,679.344528292867,NA,55615650
"1590",6241.9287977359,614.807253659218,NA,142617600
"1591",7596.25207008571,441.72707882317,NA,244592100
"1592",6636.5262119378,566.30536551231,NA,521073800
